DATASOURCE (code);PUBLISHSTATE (code);YEAR (code);REGION (code);COUNTRY (code);ALCOHOLTYPE (code);SA_0000001400 (string);SA_0000001400 (numeric);SA_0000001400 (low);SA_0000001400 (high);SA_0000001400 (comment)
GISAHSEN;PUBLISHED;2015;AFR;SEN;SA_WINE;0.02;0.02;0.01205;0.02777;
GISAHSEN;PUBLISHED;2015;AFR;SEN;SA_SPIRITS;0.02;0.02;0.01279;0.0281;
GISAHSEN;PUBLISHED;2015;AFR;SEN;SA_OTHER_ALCOHOL;0;0;0;0;
GISAHSEN;PUBLISHED;2015;AFR;SEN;SA_TOTAL;0.19;0.19;0.12284;0.23506;
GISAHSEN;PUBLISHED;2014;AFR;SEN;SA_BEER;0.14;0.14;0.08507;0.19456;
GISAHSEN;PUBLISHED;2014;AFR;SEN;SA_WINE;0.02;0.02;0.01226;0.02738;
GISAHSEN;PUBLISHED;2014;AFR;SEN;SA_SPIRITS;0.03;0.03;0.01874;0.04181;
GISAHSEN;PUBLISHED;2014;AFR;SEN;SA_OTHER_ALCOHOL;0;0;0;0;
GISAHSEN;PUBLISHED;2014;AFR;SEN;SA_TOTAL;0.19;0.19;0.12808;0.24553;
GISAHSEN;PUBLISHED;2016;AFR;SEN;SA_BEER;0.19;0.19;0.11996;0.2638;
GISAHSEN;PUBLISHED;2016;AFR;SEN;SA_WINE;0.02;0.02;0.01206;0.02769;
GISAHSEN;PUBLISHED;2016;AFR;SEN;SA_SPIRITS;0.02;0.02;0.01258;0.02764;
GISAHSEN;PUBLISHED;2016;AFR;SEN;SA_OTHER_ALCOHOL;0;0;0;0;
GISAHSEN;PUBLISHED;2016;AFR;SEN;SA_TOTAL;0.23;0.23;0.15788;0.30473;
GISAHSEN;PUBLISHED;2017;AFR;SEN;SA_BEER;0.19;0.19;0.11738;0.26509;
GISAHSEN;PUBLISHED;2017;AFR;SEN;SA_WINE;0.02;0.02;0.01241;0.0285;
GISAHSEN;PUBLISHED;2017;AFR;SEN;SA_SPIRITS;0.02;0.02;0.01186;0.02763;
GISAHSEN;PUBLISHED;2017;AFR;SEN;SA_OTHER_ALCOHOL;0;0;0;0;
GISAHSEN;PUBLISHED;2017;AFR;SEN;SA_TOTAL;0.23;0.23;0.15598;0.30881;
GISAHSEN;PUBLISHED;2018;AFR;SEN;SA_BEER;0.21;0.21;0.13246;0.28946;
GISAHSEN;PUBLISHED;2018;AFR;SEN;SA_WINE;0.02;0.02;0.01143;0.02796;
GISAHSEN;PUBLISHED;2018;AFR;SEN;SA_SPIRITS;0.02;0.02;0.01206;0.02785;
GISAHSEN;PUBLISHED;2018;AFR;SEN;SA_OTHER_ALCOHOL;0;0;0;0;
GISAHSEN;PUBLISHED;2018;AFR;SEN;SA_TOTAL;0.25;0.25;0.16957;0.32923;
GISAHSEN;PUBLISHED;2019;AFR;SEN;SA_BEER;0.21;0.21;0.12877;0.2915;
GISAHSEN;PUBLISHED;2019;AFR;SEN;SA_WINE;0.02;0.02;0.01239;0.02774;
GISAHSEN;PUBLISHED;2019;AFR;SEN;SA_SPIRITS;0.02;0.02;0.01232;0.0277;
GISAHSEN;PUBLISHED;2019;AFR;SEN;SA_OTHER_ALCOHOL;0;0;0;0;
GISAHSEN;PUBLISHED;2019;AFR;SEN;SA_TOTAL;0.25;0.25;0.16764;0.33152;
GISAHSYC;PUBLISHED;2010;AFR;SYC;SA_BEER;2.77;2.77;1.6542;3.86267;
GISAHSYC;PUBLISHED;2010;AFR;SYC;SA_WINE;0.33;0.33;0.20413;0.4557;
GISAHSYC;PUBLISHED;2010;AFR;SYC;SA_SPIRITS;2.36;2.36;1.45366;3.27697;
GISAHSYC;PUBLISHED;2010;AFR;SYC;SA_OTHER_ALCOHOL;0.08;0.08;0.05021;0.11346;
GISAHSYC;PUBLISHED;2010;AFR;SYC;SA_TOTAL;5.54;5.54;4.05132;7.03937;
GISAHSYC;PUBLISHED;2011;AFR;SYC;SA_BEER;3.91;3.91;2.38888;5.39177;
GISAHSYC;PUBLISHED;2011;AFR;SYC;SA_WINE;0.47;0.47;0.27988;0.66115;
GISAHSYC;PUBLISHED;2011;AFR;SYC;SA_SPIRITS;3.33;3.33;2.06406;4.70217;
GISAHSYC;PUBLISHED;2011;AFR;SYC;SA_OTHER_ALCOHOL;0.13;0.13;0.07822;0.18082;
GISAHSYC;PUBLISHED;2011;AFR;SYC;SA_TOTAL;7.83;7.83;5.87871;9.72728;
GISAHSYC;PUBLISHED;2012;AFR;SYC;SA_BEER;4.34;4.34;2.68178;6.16504;
GISAHSYC;PUBLISHED;2012;AFR;SYC;SA_WINE;0.52;0.52;0.30765;0.72293;
GISAHSYC;PUBLISHED;2012;AFR;SYC;SA_SPIRITS;3.95;3.95;2.41695;5.43686;
GISAHSYC;PUBLISHED;2012;AFR;SYC;SA_OTHER_ALCOHOL;0.07;0.07;0.04123;0.09638;
GISAHSYC;PUBLISHED;2012;AFR;SYC;SA_TOTAL;8.89;8.89;6.68503;11.19854;
GISAHSYC;PUBLISHED;2013;AFR;SYC;SA_BEER;3.89;3.89;2.5058;5.4157;
GISAHSYC;PUBLISHED;2013;AFR;SYC;SA_WINE;0.47;0.47;0.29715;0.64727;
GISAHSYC;PUBLISHED;2013;AFR;SYC;SA_SPIRITS;3.86;3.86;2.28446;5.37477;
GISAHSYC;PUBLISHED;2013;AFR;SYC;SA_OTHER_ALCOHOL;0.1;0.1;0.05931;0.13948;
GISAHSYC;PUBLISHED;2013;AFR;SYC;SA_TOTAL;8.32;8.32;6.26308;10.39267;
GISAHSYC;PUBLISHED;2015;AFR;SYC;SA_BEER;3.89;3.89;2.26635;5.45503;
GISAHSYC;PUBLISHED;2015;AFR;SYC;SA_WINE;0.47;0.47;0.27594;0.65604;
GISAHSYC;PUBLISHED;2015;AFR;SYC;SA_SPIRITS;4.07;4.07;2.36065;5.694;
GISAHSYC;PUBLISHED;2015;AFR;SYC;SA_OTHER_ALCOHOL;0.27;0.27;0.16726;0.37758;
GISAHSYC;PUBLISHED;2015;AFR;SYC;SA_TOTAL;8.7;8.7;6.28375;10.85652;
GISAHSYC;PUBLISHED;2014;AFR;SYC;SA_BEER;3.79;3.79;2.31868;5.20555;
GISAHSYC;PUBLISHED;2014;AFR;SYC;SA_WINE;0.46;0.46;0.27817;0.63674;
GISAHSYC;PUBLISHED;2014;AFR;SYC;SA_SPIRITS;4.01;4.01;2.40403;5.61567;
GISAHSYC;PUBLISHED;2014;AFR;SYC;SA_OTHER_ALCOHOL;0.19;0.19;0.11199;0.25996;
GISAHSYC;PUBLISHED;2014;AFR;SYC;SA_TOTAL;8.44;8.44;6.31836;10.43141;
GISAHSYC;PUBLISHED;2016;AFR;SYC;SA_BEER;3.94;3.94;2.31507;5.57194;
GISAHSYC;PUBLISHED;2016;AFR;SYC;SA_WINE;0.47;0.47;0.28912;0.64183;
GISAHSYC;PUBLISHED;2016;AFR;SYC;SA_SPIRITS;4.24;4.24;2.58327;5.79464;
GISAHSYC;PUBLISHED;2016;AFR;SYC;SA_OTHER_ALCOHOL;0.28;0.28;0.16612;0.38465;
GISAHSYC;PUBLISHED;2016;AFR;SYC;SA_TOTAL;8.93;8.93;6.61738;11.20174;
GISAHSYC;PUBLISHED;2017;AFR;SYC;SA_BEER;3.8;3.8;2.25892;5.36271;
GISAHSYC;PUBLISHED;2017;AFR;SYC;SA_WINE;0.46;0.46;0.28487;0.63134;
GISAHSYC;PUBLISHED;2017;AFR;SYC;SA_SPIRITS;4.31;4.31;2.6356;6.10809;
GISAHSYC;PUBLISHED;2017;AFR;SYC;SA_OTHER_ALCOHOL;0.33;0.33;0.20202;0.46851;
GISAHSYC;PUBLISHED;2017;AFR;SYC;SA_TOTAL;8.88;8.88;6.56281;11.36568;
GISAHSYC;PUBLISHED;2018;AFR;SYC;SA_BEER;4.11;4.11;2.45649;5.67673;
GISAHSYC;PUBLISHED;2018;AFR;SYC;SA_WINE;0.49;0.49;0.31426;0.68013;
GISAHSYC;PUBLISHED;2018;AFR;SYC;SA_SPIRITS;4.41;4.41;2.69601;6.12088;
GISAHSYC;PUBLISHED;2018;AFR;SYC;SA_OTHER_ALCOHOL;0.35;0.35;0.2181;0.48415;
GISAHSYC;PUBLISHED;2018;AFR;SYC;SA_TOTAL;9.36;9.36;6.90976;11.739;
GISAHSYC;PUBLISHED;2019;AFR;SYC;SA_BEER;4.11;4.11;2.64885;5.78127;
GISAHSYC;PUBLISHED;2019;AFR;SYC;SA_WINE;0.49;0.49;0.30668;0.68478;
GISAHSYC;PUBLISHED;2019;AFR;SYC;SA_SPIRITS;4.62;4.62;2.81026;6.42933;
GISAHSYC;PUBLISHED;2019;AFR;SYC;SA_OTHER_ALCOHOL;0.25;0.25;0.14664;0.3468;
GISAHSYC;PUBLISHED;2019;AFR;SYC;SA_TOTAL;9.48;9.48;7.18809;11.95916;
GISAHSLE;PUBLISHED;2010;AFR;SLE;SA_BEER;0.16;0.16;0.10035;0.22251;
GISAHSLE;PUBLISHED;2010;AFR;SLE;SA_WINE;0;0;0;0;
GISAHSLE;PUBLISHED;2010;AFR;SLE;SA_SPIRITS;0.02;0.02;0.01191;0.02771;
GISAHSLE;PUBLISHED;2010;AFR;SLE;SA_OTHER_ALCOHOL;3.29;3.29;1.99864;4.63236;
GISAHSLE;PUBLISHED;2010;AFR;SLE;SA_TOTAL;3.48;3.48;2.18584;4.80802;
GISAHSLE;PUBLISHED;2011;AFR;SLE;SA_BEER;0.17;0.17;0.10405;0.24124;
GISAHSLE;PUBLISHED;2011;AFR;SLE;SA_WINE;0.01;0.01;0.00609;0.01432;
GISAHSLE;PUBLISHED;2011;AFR;SLE;SA_SPIRITS;0.02;0.02;0.01234;0.02748;
GISAHSLE;PUBLISHED;2011;AFR;SLE;SA_OTHER_ALCOHOL;3.21;3.21;2.1114;4.40875;
GISAHSLE;PUBLISHED;2011;AFR;SLE;SA_TOTAL;3.41;3.41;2.29607;4.6221;
GISAHSLE;PUBLISHED;2012;AFR;SLE;SA_BEER;0.18;0.18;0.10823;0.25457;
GISAHSLE;PUBLISHED;2012;AFR;SLE;SA_WINE;0.01;0.01;0.00617;0.01375;
GISAHSLE;PUBLISHED;2012;AFR;SLE;SA_SPIRITS;0;0;0;0;
GISAHSLE;PUBLISHED;2012;AFR;SLE;SA_OTHER_ALCOHOL;3;3;1.80444;4.06492;
GISAHSLE;PUBLISHED;2012;AFR;SLE;SA_TOTAL;3.19;3.19;1.97602;4.26787;
GISAHSLE;PUBLISHED;2013;AFR;SLE;SA_BEER;0.22;0.22;0.13546;0.3061;
GISAHSLE;PUBLISHED;2013;AFR;SLE;SA_WINE;0;0;0;0;
GISAHSLE;PUBLISHED;2013;AFR;SLE;SA_SPIRITS;0;0;0;0;
GISAHSLE;PUBLISHED;2013;AFR;SLE;SA_OTHER_ALCOHOL;2.9;2.9;1.64203;4.0194;
GISAHSLE;PUBLISHED;2013;AFR;SLE;SA_TOTAL;3.12;3.12;1.85061;4.26669;
GISAHSLE;PUBLISHED;2015;AFR;SLE;SA_BEER;0.12;0.12;0.07264;0.1701;
GISAHSLE;PUBLISHED;2015;AFR;SLE;SA_WINE;0;0;0;0;
GISAHSLE;PUBLISHED;2015;AFR;SLE;SA_SPIRITS;0.03;0.03;0.01833;0.04202;
GISAHSLE;PUBLISHED;2015;AFR;SLE;SA_OTHER_ALCOHOL;2.9;2.9;1.78276;3.96756;
GISAHSLE;PUBLISHED;2015;AFR;SLE;SA_TOTAL;3.06;3.06;1.9177;4.09887;
GISAHSLE;PUBLISHED;2014;AFR;SLE;SA_BEER;0.12;0.12;0.07299;0.16358;
GISAHSLE;PUBLISHED;2014;AFR;SLE;SA_WINE;0;0;0;0;
GISAHSLE;PUBLISHED;2014;AFR;SLE;SA_SPIRITS;0.02;0.02;0.01239;0.02834;
GISAHSLE;PUBLISHED;2014;AFR;SLE;SA_OTHER_ALCOHOL;2.9;2.9;1.76886;4.06366;
GISAHSLE;PUBLISHED;2014;AFR;SLE;SA_TOTAL;3.04;3.04;1.91218;4.19568;
GISAHSLE;PUBLISHED;2016;AFR;SLE;SA_BEER;0.1;0.1;0.06203;0.13687;
GISAHSLE;PUBLISHED;2016;AFR;SLE;SA_WINE;0;0;0;0;
GISAHSLE;PUBLISHED;2016;AFR;SLE;SA_SPIRITS;0.03;0.03;0.01821;0.04151;
GISAHSLE;PUBLISHED;2016;AFR;SLE;SA_OTHER_ALCOHOL;2.9;2.9;1.74432;4.01321;
GISAHSLE;PUBLISHED;2016;AFR;SLE;SA_TOTAL;3.03;3.03;1.88634;4.14105;
GISAHSLE;PUBLISHED;2017;AFR;SLE;SA_BEER;0.14;0.14;0.08385;0.19479;
GISAHSLE;PUBLISHED;2017;AFR;SLE;SA_WINE;0;0;0;0;
GISAHSLE;PUBLISHED;2017;AFR;SLE;SA_SPIRITS;0.15;0.15;0.09058;0.20787;
GISAHSLE;PUBLISHED;2017;AFR;SLE;SA_OTHER_ALCOHOL;2.9;2.9;1.81419;3.97754;
GISAHSLE;PUBLISHED;2017;AFR;SLE;SA_TOTAL;3.2;3.2;2.10171;4.28288;
GISAHSLE;PUBLISHED;2018;AFR;SLE;SA_BEER;0.17;0.17;0.10013;0.23535;
GISAHSLE;PUBLISHED;2018;AFR;SLE;SA_WINE;0;0;0;0;
GISAHSLE;PUBLISHED;2018;AFR;SLE;SA_SPIRITS;0.15;0.15;0.09237;0.20466;
GISAHSLE;PUBLISHED;2018;AFR;SLE;SA_OTHER_ALCOHOL;2.9;2.9;1.72805;4.01545;
GISAHSLE;PUBLISHED;2018;AFR;SLE;SA_TOTAL;3.22;3.22;2.02925;4.35444;
GISAHSLE;PUBLISHED;2019;AFR;SLE;SA_BEER;0.17;0.17;0.10007;0.23578;
GISAHSLE;PUBLISHED;2019;AFR;SLE;SA_WINE;0.01;0.01;0.00606;0.01367;
GISAHSLE;PUBLISHED;2019;AFR;SLE;SA_SPIRITS;0.15;0.15;0.09307;0.21103;
GISAHSLE;PUBLISHED;2019;AFR;SLE;SA_OTHER_ALCOHOL;2.9;2.9;1.78366;3.99433;
GISAHSLE;PUBLISHED;2019;AFR;SLE;SA_TOTAL;3.22;3.22;2.08772;4.33297;
GISAHZAF;PUBLISHED;2010;AFR;ZAF;SA_BEER;4.02;4.02;2.38406;5.55752;
GISAHZAF;PUBLISHED;2010;AFR;ZAF;SA_WINE;1.19;1.19;0.75419;1.65757;
GISAHZAF;PUBLISHED;2010;AFR;ZAF;SA_SPIRITS;1.28;1.28;0.83938;1.74995;
GISAHZAF;PUBLISHED;2010;AFR;ZAF;SA_OTHER_ALCOHOL;0.59;0.59;0.35814;0.81361;
GISAHZAF;PUBLISHED;2010;AFR;ZAF;SA_TOTAL;7.07;7.07;5.28512;8.81389;
GISAHZAF;PUBLISHED;2011;AFR;ZAF;SA_BEER;4.05;4.05;2.60714;5.63884;
GISAHZAF;PUBLISHED;2011;AFR;ZAF;SA_WINE;1.2;1.2;0.73596;1.65939;
GISAHZAF;PUBLISHED;2011;AFR;ZAF;SA_SPIRITS;1.29;1.29;0.77107;1.78523;
GISAHZAF;PUBLISHED;2011;AFR;ZAF;SA_OTHER_ALCOHOL;0.64;0.64;0.38273;0.89814;
GISAHZAF;PUBLISHED;2011;AFR;ZAF;SA_TOTAL;7.17;7.17;5.6356;9.00265;
GISAHZAF;PUBLISHED;2012;AFR;ZAF;SA_BEER;4.04;4.04;2.52979;5.7683;
GISAHZAF;PUBLISHED;2012;AFR;ZAF;SA_WINE;1.21;1.21;0.74818;1.66224;
GISAHZAF;PUBLISHED;2012;AFR;ZAF;SA_SPIRITS;1.29;1.29;0.76589;1.81194;
GISAHZAF;PUBLISHED;2012;AFR;ZAF;SA_OTHER_ALCOHOL;0.68;0.68;0.42874;0.92859;
GISAHZAF;PUBLISHED;2012;AFR;ZAF;SA_TOTAL;7.22;7.22;5.56647;9.14776;
GISAHZAF;PUBLISHED;2013;AFR;ZAF;SA_BEER;4.04;4.04;2.35387;5.53665;
GISAHZAF;PUBLISHED;2013;AFR;ZAF;SA_WINE;1.21;1.21;0.72245;1.68474;
GISAHZAF;PUBLISHED;2013;AFR;ZAF;SA_SPIRITS;1.28;1.28;0.77637;1.7788;
GISAHZAF;PUBLISHED;2013;AFR;ZAF;SA_OTHER_ALCOHOL;0.69;0.69;0.41864;0.94885;
GISAHZAF;PUBLISHED;2013;AFR;ZAF;SA_TOTAL;7.21;7.21;5.42485;8.82765;
GISAHZAF;PUBLISHED;2015;AFR;ZAF;SA_BEER;3.99;3.99;2.46637;5.53958;
GISAHZAF;PUBLISHED;2015;AFR;ZAF;SA_WINE;1.36;1.36;0.81593;1.91607;
GISAHZAF;PUBLISHED;2015;AFR;ZAF;SA_SPIRITS;1.26;1.26;0.76511;1.74207;
GISAHZAF;PUBLISHED;2015;AFR;ZAF;SA_OTHER_ALCOHOL;0.6;0.6;0.35308;0.82583;
GISAHZAF;PUBLISHED;2015;AFR;ZAF;SA_TOTAL;7.2;7.2;5.49587;8.90121;
GISAHZAF;PUBLISHED;2014;AFR;ZAF;SA_BEER;4.01;4.01;2.41853;5.52087;
GISAHZAF;PUBLISHED;2014;AFR;ZAF;SA_WINE;1.28;1.28;0.81053;1.77004;
GISAHZAF;PUBLISHED;2014;AFR;ZAF;SA_SPIRITS;1.29;1.29;0.79899;1.83646;
GISAHZAF;PUBLISHED;2014;AFR;ZAF;SA_OTHER_ALCOHOL;0.63;0.63;0.39261;0.88838;
GISAHZAF;PUBLISHED;2014;AFR;ZAF;SA_TOTAL;7.21;7.21;5.53969;8.92486;
GISAHZAF;PUBLISHED;2016;AFR;ZAF;SA_BEER;3.98;3.98;2.45957;5.56838;
GISAHZAF;PUBLISHED;2016;AFR;ZAF;SA_WINE;1.38;1.38;0.8137;1.9314;
GISAHZAF;PUBLISHED;2016;AFR;ZAF;SA_SPIRITS;1.27;1.27;0.75469;1.72521;
GISAHZAF;PUBLISHED;2016;AFR;ZAF;SA_OTHER_ALCOHOL;0.63;0.63;0.39022;0.85338;
GISAHZAF;PUBLISHED;2016;AFR;ZAF;SA_TOTAL;7.26;7.26;5.41506;8.91193;
GISAHZAF;PUBLISHED;2017;AFR;ZAF;SA_BEER;3.96;3.96;2.54934;5.54621;
GISAHZAF;PUBLISHED;2017;AFR;ZAF;SA_WINE;1.4;1.4;0.84055;1.93958;
GISAHZAF;PUBLISHED;2017;AFR;ZAF;SA_SPIRITS;1.3;1.3;0.7802;1.8058;
GISAHZAF;PUBLISHED;2017;AFR;ZAF;SA_OTHER_ALCOHOL;0.68;0.68;0.40621;0.95092;
GISAHZAF;PUBLISHED;2017;AFR;ZAF;SA_TOTAL;7.34;7.34;5.74546;9.11355;
GISAHZAF;PUBLISHED;2018;AFR;ZAF;SA_BEER;3.9;3.9;2.43229;5.37329;
GISAHZAF;PUBLISHED;2018;AFR;ZAF;SA_WINE;1.32;1.32;0.76681;1.8596;
GISAHZAF;PUBLISHED;2018;AFR;ZAF;SA_SPIRITS;1.3;1.3;0.76374;1.83413;
GISAHZAF;PUBLISHED;2018;AFR;ZAF;SA_OTHER_ALCOHOL;0.68;0.68;0.4107;0.95061;
GISAHZAF;PUBLISHED;2018;AFR;ZAF;SA_TOTAL;7.19;7.19;5.53826;8.89608;
GISAHZAF;PUBLISHED;2019;AFR;ZAF;SA_BEER;3.99;3.99;2.33706;5.63158;
GISAHZAF;PUBLISHED;2019;AFR;ZAF;SA_WINE;1.21;1.21;0.74825;1.70983;
GISAHZAF;PUBLISHED;2019;AFR;ZAF;SA_SPIRITS;1.31;1.31;0.82608;1.84608;
GISAHZAF;PUBLISHED;2019;AFR;ZAF;SA_OTHER_ALCOHOL;0.7;0.7;0.4123;0.98922;
GISAHZAF;PUBLISHED;2019;AFR;ZAF;SA_TOTAL;7.21;7.21;5.48807;9.00737;
GISAHSWZ;PUBLISHED;2010;AFR;SWZ;SA_BEER;1.91;1.91;1.04767;2.66914;
GISAHSWZ;PUBLISHED;2010;AFR;SWZ;SA_WINE;0.05;0.05;0.02979;0.06789;
GISAHSWZ;PUBLISHED;2010;AFR;SWZ;SA_SPIRITS;0.03;0.03;0.01758;0.04226;
GISAHSWZ;PUBLISHED;2010;AFR;SWZ;SA_OTHER_ALCOHOL;4.5;4.5;2.70957;6.26033;
GISAHSWZ;PUBLISHED;2010;AFR;SWZ;SA_TOTAL;6.49;6.49;4.59321;8.48024;
GISAHSWZ;PUBLISHED;2011;AFR;SWZ;SA_BEER;1.91;1.91;1.17092;2.69448;
GISAHSWZ;PUBLISHED;2011;AFR;SWZ;SA_WINE;0.06;0.06;0.03733;0.08309;
GISAHSWZ;PUBLISHED;2011;AFR;SWZ;SA_SPIRITS;0.15;0.15;0.08954;0.20573;
GISAHSWZ;PUBLISHED;2011;AFR;SWZ;SA_OTHER_ALCOHOL;4.77;4.77;2.76348;6.65909;
GISAHSWZ;PUBLISHED;2011;AFR;SWZ;SA_TOTAL;6.89;6.89;4.76707;8.83307;
GISAHSWZ;PUBLISHED;2012;AFR;SWZ;SA_BEER;1.82;1.82;1.11063;2.57958;
GISAHSWZ;PUBLISHED;2012;AFR;SWZ;SA_WINE;0.06;0.06;0.03529;0.08385;
GISAHSWZ;PUBLISHED;2012;AFR;SWZ;SA_SPIRITS;0;0;0;0;
GISAHSWZ;PUBLISHED;2012;AFR;SWZ;SA_OTHER_ALCOHOL;4.61;4.61;2.85596;6.4549;
GISAHSWZ;PUBLISHED;2012;AFR;SWZ;SA_TOTAL;6.49;6.49;4.577;8.54795;
GISAHSWZ;PUBLISHED;2013;AFR;SWZ;SA_BEER;2.13;2.13;1.35642;3.0025;
GISAHSWZ;PUBLISHED;2013;AFR;SWZ;SA_WINE;0.06;0.06;0.03853;0.0835;
GISAHSWZ;PUBLISHED;2013;AFR;SWZ;SA_SPIRITS;0;0;0;0;
GISAHSWZ;PUBLISHED;2013;AFR;SWZ;SA_OTHER_ALCOHOL;5.17;5.17;3.05281;7.07222;
GISAHSWZ;PUBLISHED;2013;AFR;SWZ;SA_TOTAL;7.36;7.36;5.17164;9.45218;
GISAHSWZ;PUBLISHED;2015;AFR;SWZ;SA_BEER;2.14;2.14;1.33764;3.04627;
GISAHSWZ;PUBLISHED;2015;AFR;SWZ;SA_WINE;0.06;0.06;0.03651;0.08217;
GISAHSWZ;PUBLISHED;2015;AFR;SWZ;SA_SPIRITS;0.12;0.12;0.07368;0.1657;
GISAHSWZ;PUBLISHED;2015;AFR;SWZ;SA_OTHER_ALCOHOL;5.17;5.17;3.22314;7.15379;
GISAHSWZ;PUBLISHED;2015;AFR;SWZ;SA_TOTAL;7.49;7.49;5.2472;9.66237;
GISAHSWZ;PUBLISHED;2014;AFR;SWZ;SA_BEER;2.05;2.05;1.25562;2.7947;
GISAHSWZ;PUBLISHED;2014;AFR;SWZ;SA_WINE;0.06;0.06;0.03656;0.0829;
GISAHSWZ;PUBLISHED;2014;AFR;SWZ;SA_SPIRITS;0;0;0;0;
GISAHSWZ;PUBLISHED;2014;AFR;SWZ;SA_OTHER_ALCOHOL;5.17;5.17;3.32781;6.95999;
GISAHSWZ;PUBLISHED;2014;AFR;SWZ;SA_TOTAL;7.28;7.28;5.15623;9.26791;
GISAHSWZ;PUBLISHED;2016;AFR;SWZ;SA_BEER;2.41;2.41;1.4977;3.29612;
GISAHSWZ;PUBLISHED;2016;AFR;SWZ;SA_WINE;0.06;0.06;0.03575;0.08336;
GISAHSWZ;PUBLISHED;2016;AFR;SWZ;SA_SPIRITS;0;0;0;0;
GISAHSWZ;PUBLISHED;2016;AFR;SWZ;SA_OTHER_ALCOHOL;5.17;5.17;3.22398;7.19507;
GISAHSWZ;PUBLISHED;2016;AFR;SWZ;SA_TOTAL;7.64;7.64;5.36378;9.94047;
GISAHSWZ;PUBLISHED;2017;AFR;SWZ;SA_BEER;2.42;2.42;1.45796;3.3711;
GISAHSWZ;PUBLISHED;2017;AFR;SWZ;SA_WINE;0.06;0.06;0.03604;0.08468;
GISAHSWZ;PUBLISHED;2017;AFR;SWZ;SA_SPIRITS;0;0;0;0;
GISAHSWZ;PUBLISHED;2017;AFR;SWZ;SA_OTHER_ALCOHOL;5.17;5.17;3.18125;7.05095;
GISAHSWZ;PUBLISHED;2017;AFR;SWZ;SA_TOTAL;7.65;7.65;5.45649;9.84875;
GISAHSWZ;PUBLISHED;2018;AFR;SWZ;SA_BEER;2.45;2.45;1.53689;3.42061;
GISAHSWZ;PUBLISHED;2018;AFR;SWZ;SA_WINE;0.06;0.06;0.03702;0.08347;
GISAHSWZ;PUBLISHED;2018;AFR;SWZ;SA_SPIRITS;0;0;0;0;
GISAHSWZ;PUBLISHED;2018;AFR;SWZ;SA_OTHER_ALCOHOL;5.17;5.17;3.24727;7.07945;
GISAHSWZ;PUBLISHED;2018;AFR;SWZ;SA_TOTAL;7.68;7.68;5.48608;9.84596;
GISAHSWZ;PUBLISHED;2019;AFR;SWZ;SA_BEER;2.45;2.45;1.48242;3.38857;
GISAHSWZ;PUBLISHED;2019;AFR;SWZ;SA_WINE;0.06;0.06;0.03831;0.08385;
GISAHSWZ;PUBLISHED;2019;AFR;SWZ;SA_SPIRITS;0;0;0;0;
GISAHSWZ;PUBLISHED;2019;AFR;SWZ;SA_OTHER_ALCOHOL;5.17;5.17;3.08983;7.10098;
GISAHSWZ;PUBLISHED;2019;AFR;SWZ;SA_TOTAL;7.68;7.68;5.32051;9.79224;
GISAHTGO;PUBLISHED;2010;AFR;TGO;SA_BEER;0.62;0.62;0.37611;0.85931;
GISAHTGO;PUBLISHED;2010;AFR;TGO;SA_WINE;0.07;0.07;0.04246;0.09865;
GISAHTGO;PUBLISHED;2010;AFR;TGO;SA_SPIRITS;0.2;0.2;0.12079;0.28037;
GISAHTGO;PUBLISHED;2010;AFR;TGO;SA_OTHER_ALCOHOL;0.37;0.37;0.21709;0.52654;
GISAHTGO;PUBLISHED;2010;AFR;TGO;SA_TOTAL;1.26;1.26;0.97586;1.55457;
GISAHTGO;PUBLISHED;2011;AFR;TGO;SA_BEER;0.49;0.49;0.30227;0.67775;
GISAHTGO;PUBLISHED;2011;AFR;TGO;SA_WINE;0.06;0.06;0.03812;0.08246;
GISAHTGO;PUBLISHED;2011;AFR;TGO;SA_SPIRITS;0.21;0.21;0.12697;0.29296;
GISAHTGO;PUBLISHED;2011;AFR;TGO;SA_OTHER_ALCOHOL;0.36;0.36;0.21225;0.49989;
GISAHTGO;PUBLISHED;2011;AFR;TGO;SA_TOTAL;1.12;1.12;0.86566;1.37223;
GISAHTGO;PUBLISHED;2012;AFR;TGO;SA_BEER;0.52;0.52;0.3117;0.71007;
GISAHTGO;PUBLISHED;2012;AFR;TGO;SA_WINE;0.06;0.06;0.0362;0.08354;
GISAHTGO;PUBLISHED;2012;AFR;TGO;SA_SPIRITS;0.21;0.21;0.12894;0.28917;
GISAHTGO;PUBLISHED;2012;AFR;TGO;SA_OTHER_ALCOHOL;0.33;0.33;0.20474;0.453;
GISAHTGO;PUBLISHED;2012;AFR;TGO;SA_TOTAL;1.13;1.13;0.86237;1.36436;
GISAHTGO;PUBLISHED;2013;AFR;TGO;SA_BEER;0.58;0.58;0.34734;0.79959;
GISAHTGO;PUBLISHED;2013;AFR;TGO;SA_WINE;0.07;0.07;0.04355;0.09716;
GISAHTGO;PUBLISHED;2013;AFR;TGO;SA_SPIRITS;0.24;0.24;0.15153;0.3266;
GISAHTGO;PUBLISHED;2013;AFR;TGO;SA_OTHER_ALCOHOL;0.33;0.33;0.20065;0.46265;
GISAHTGO;PUBLISHED;2013;AFR;TGO;SA_TOTAL;1.21;1.21;0.9489;1.47997;
GISAHTGO;PUBLISHED;2015;AFR;TGO;SA_BEER;0.7;0.7;0.43545;0.97707;
