id_pais,year,renta_recursos
BRA,2019,3.50615815689418
BRA,2018,3.76454189015038
BRA,2017,2.85356917586925
BRA,2016,2.40156113031822
BRA,2015,2.39115420220481
BRA,2014,3.26188448971847
BRA,2013,3.79387624071427
BRA,2012,3.80614709341465
BRA,2011,4.25341741290375
BRA,2010,3.656254062525
BRA,2009,2.366953387903
BRA,2008,4.74206317561717
BRA,2007,4.10275387534177
BRA,2006,3.88289323908398
BRA,2005,3.78193891988666
BRA,2004,2.67570050877001
BRA,2003,2.80146644139198
BRA,2002,2.78595022424074
BRA,2001,2.21624231184045
BRA,2000,2.18605115575512
BOL,2020,2.98790543114644
BOL,2019,3.36219728217225
BOL,2018,5.06676014470709
BOL,2017,5.29143273381951
BOL,2016,3.32733197033546
BOL,2015,3.8289410853846
BOL,2014,8.91759503400311
BOL,2013,10.9041677869337
BOL,2012,11.4725690418328
BOL,2011,12.8379632085661
BOL,2010,9.2878944041199
BOL,2009,7.00363423165018
BOL,2008,12.3420729319787
BOL,2007,14.600466672048
BOL,2006,14.4610551998218
BOL,2005,11.7110948970037
BOL,2004,8.08041847515999
BOL,2003,4.72290454603672
BOL,2002,4.34008836903205
BOL,2001,3.85984349247998
BOL,2000,3.96617066931652
BLZ,2020,0.829193635001881
BLZ,2019,0.790219798442613
BLZ,2018,0.996808197316465
BLZ,2017,0.954178597588331
BLZ,2016,1.03981503151429
BLZ,2015,1.20952058172765
BLZ,2014,2.64078179373652
BLZ,2013,3.55600149360228
BLZ,2012,4.83641560295755
BLZ,2011,6.94196992539642
BLZ,2010,5.35401046098921
BLZ,2009,3.72347931511908
BLZ,2008,6.19693166955561
BLZ,2007,4.21180576935768
BLZ,2006,3.24553046300581
BLZ,2005,0.287130990961932
BLZ,2004,0.244942757461601
BLZ,2003,0.276553566272777
BLZ,2002,0.285895527192166
BLZ,2001,0.274365395518254
BLZ,2000,0.275821342068187
BRB,2020,0.221262259307958
BRB,2019,0.279179607104937
BRB,2018,0.321377221369412
BRB,2017,0.217743353114144
BRB,2016,0.142933942866438
BRB,2015,0.195077776195894
BRB,2014,0.462755001018461
BRB,2013,0.532195138001254
BRB,2012,0.561562631719982
BRB,2011,0.564424064460084
BRB,2010,0.38320514006868
BRB,2009,0.277383073401296
BRB,2008,0.496597883166268
BRB,2007,0.377080677931409
BRB,2006,0.448730343964893
BRB,2005,0.381049607786917
BRB,2004,0.287584942530975
BRB,2003,0.23534265516599
BRB,2002,0.208690648113285
BRB,2001,0.250634340276307
BRB,2000,0.399822397528285
ARG,2020,1.8285686630972
ARG,2019,2.19160282132649
ARG,2018,2.1012769363927
ARG,2017,1.12360659021161
ARG,2016,0.936269075921548
ARG,2015,1.08743567210003
ARG,2014,2.74526885141793
ARG,2013,3.01544202009906
ARG,2012,3.41336111841849
ARG,2011,3.71554751491933
ARG,2010,3.3233580463399
ARG,2009,3.03424095605109
ARG,2008,5.00758015026195
ARG,2007,4.96376290598617
ARG,2006,6.11775266236952
ARG,2005,5.75121620027831
ARG,2004,4.95048349859177
ARG,2003,5.11833945547396
ARG,2002,5.81533741054247
ARG,2001,1.92453004289424
ARG,2000,2.28470069475626
ATG,2020,0.0
ATG,2019,0.0
ATG,2018,0.0
ATG,2017,0.0
ATG,2016,0.0
ATG,2015,0.0
ATG,2014,0.0
ATG,2013,0.0
ATG,2012,0.0
ATG,2011,0.0
ATG,2010,0.0
ATG,2009,0.0
ATG,2008,0.0
ATG,2007,0.0
ATG,2006,0.0
ATG,2005,0.0
ATG,2004,0.0
ATG,2003,0.0
ATG,2002,0.0
ATG,2001,0.0
ATG,2000,0.0
